"Seed","Accuracy","Precision_Group1","Precision_Group2","Recall_Group1","Recall_Group2","F1_Score_Group1","F1_Score_Group2","AUC"
0,0.872093023255814,0.1626195732156,0.995478394403447,0.862158647594278,0.872378602669059,0.273627734213785,0.929872096266486,0.947503001601389
