"Seed","Accuracy","Precision_Group1","Precision_Group2","Recall_Group1","Recall_Group2","F1_Score_Group1","F1_Score_Group2","AUC"
48,0.877688953488372,0.166452607243771,0.994878740424091,0.842652795838752,0.878696123509402,0.277992277992278,0.933185120489102,0.940577795932327
