"Seed","Accuracy","Precision_Group1","Precision_Group2","Recall_Group1","Recall_Group2","F1_Score_Group1","F1_Score_Group2","AUC"
16,0.872420058139535,0.160979228486647,0.994973590049412,0.846553966189857,0.873163620051587,0.270517348846873,0.930097357994704,0.938044025820359
