"Seed","Accuracy","Precision_Group1","Precision_Group2","Recall_Group1","Recall_Group2","F1_Score_Group1","F1_Score_Group2","AUC"
32,0.876344476744186,0.163343558282209,0.994493392070485,0.830949284785436,0.877649433666031,0.273018585772271,0.932425187156218,0.938677474424713
