"Metric","Value"
"mse",126.250689386927
"R²",0.862403178900929
"Alter",80.1461494395031
"percent_diff_improvement_14y",2.3661124741777
"Anzahl Distanz Kategorie im Jahr",1.29013704507806
"Anzahl Jahre in Top100 in Disziplin",5.12669685693564
"Anzahl Disziplinen im Jahr",9.87789290104729
"Anzahl Jahre in Top100",0.490203284192694
"Frühestes Alter",0.702807999065536
