"Metric","Value"
"mse",1.46469429322923
"R²",0.902812914124182
"Alter",92.6277322087707
"percent_diff_improvement_14y",1.15536579795305
"Anzahl Distanz Kategorie im Jahr",0.665083331183785
"Anzahl Jahre in Top100 in Disziplin",3.69264313945865
"Anzahl Disziplinen im Jahr",1.46240987390438
"Anzahl Jahre in Top100",0.151522784510827
"Frühestes Alter",0.245242864218579
