"Metric","Value"
"mse",1509.69165000566
"R²",0.484185809035918
"Alter",29.7486852233906
"percent_diff_improvement_13y",15.9883355496647
"Anzahl Distanz Kategorie im Jahr",3.8928842775693
"Anzahl Jahre in Top100 in Disziplin",29.9181945716223
"Anzahl Disziplinen im Jahr",8.1493789036702
"Anzahl Jahre in Top100",5.59649112309657
"Frühestes Alter",6.70603035098624
