"Metric","Value"
"mse",1.0997488705046
"R²",0.894405361015771
"Alter",90.2700366803679
"percent_diff_improvement_11y",1.64209700350657
"Anzahl Distanz Kategorie im Jahr",0.514365598975846
"Anzahl Jahre in Top100 in Disziplin",5.34316489757491
"Anzahl Disziplinen im Jahr",1.9264431605638
"Anzahl Jahre in Top100",0.146614471515592
"Frühestes Alter",0.157278187495364
