"Metric","Value"
"mse",1.43286891838526
"R²",0.90492462811958
"Alter",92.1826311105626
"percent_diff_improvement_11y",1.83239548259123
"Anzahl Distanz Kategorie im Jahr",0.65512803799549
"Anzahl Jahre in Top100 in Disziplin",3.54704367146183
"Anzahl Disziplinen im Jahr",1.4180495064275
"Anzahl Jahre in Top100",0.13203546617486
"Frühestes Alter",0.232716724786522
