"Metric","Value"
"mse",2.68434680247008
"R²",0.253132975780855
"Alter",92.0552137386019
"percent_diff_improvement_11y",3.60933315788695
"Anzahl Distanz Kategorie im Jahr",1.99456536602517
"Anzahl Jahre in Top100 in Disziplin",0.70886844014962
"Anzahl Disziplinen im Jahr",1.3581299230286
"Anzahl Jahre in Top100",0.0909796130899106
"Frühestes Alter",0.182909761217906
