"Metric","Value"
"mse",37.9131651325377
"R²",0.851632782433249
"Alter",79.6594215354988
"percent_diff_improvement_14y",5.11288312742438
"Anzahl Distanz Kategorie im Jahr",4.21761296144489
"Anzahl Jahre in Top100 in Disziplin",7.60959595787835
"Anzahl Disziplinen im Jahr",2.84657582346945
"Anzahl Jahre in Top100",0.200688777365311
"Frühestes Alter",0.353221816918843
