"Metric","Value"
"mse",16.3581472980402
"R²",0.857058267941191
"Alter",88.377625942304
"percent_diff_improvement_11y",1.64193226120158
"Anzahl Distanz Kategorie im Jahr",1.13654601927054
"Anzahl Jahre in Top100 in Disziplin",4.15254298382989
"Anzahl Disziplinen im Jahr",2.99840669570297
"Anzahl Jahre in Top100",0.215580936055769
"Frühestes Alter",1.4773651616352
