"Metric","Value"
"mse",0.390174160388195
"R²",0.935598797516039
"Alter",95.7783406231193
"percent_diff_improvement_14y",0.92210064415973
"Anzahl Distanz Kategorie im Jahr",0.110647984850034
"Anzahl Jahre in Top100 in Disziplin",2.22389607655546
"Anzahl Disziplinen im Jahr",0.805806896714913
"Anzahl Jahre in Top100",0.156543370495207
"Frühestes Alter",0.00266440410531015
