"Metric","Value"
"mse",5.94968342466807
"R²",0.904708117282808
"Alter",88.9206217511649
"percent_diff_improvement_11y",3.51885850144257
"Anzahl Distanz Kategorie im Jahr",1.1237306638748
"Anzahl Jahre in Top100 in Disziplin",4.77848817444057
"Anzahl Disziplinen im Jahr",1.07550086345783
"Anzahl Jahre in Top100",0.232999336521584
"Frühestes Alter",0.349800709097782
