"Metric","Value"
"mse",2.83116686706222
"R²",0.212283162844354
"Alter",93.6731667363723
"percent_diff_improvement_14y",0.539668229197289
"Anzahl Distanz Kategorie im Jahr",2.04474533332536
"Anzahl Jahre in Top100 in Disziplin",1.46968200010929
"Anzahl Disziplinen im Jahr",1.89752824280326
"Anzahl Jahre in Top100",0.255689023365948
"Frühestes Alter",0.119520434826568
