"Metric","Value"
"mse",13.2802559515305
"R²",0.90606318927012
"Alter",91.2760359270513
"percent_diff_improvement_11y",1.34873293771995
"Anzahl Distanz Kategorie im Jahr",1.30196923907721
"Anzahl Jahre in Top100 in Disziplin",3.86584127805656
"Anzahl Disziplinen im Jahr",0.845485204911365
"Anzahl Jahre in Top100",0.158229021710781
"Frühestes Alter",1.20370639147285
