"Metric","Value"
"mse",7.00576305550957
"R²",0.908457403596828
"Alter",92.9081503507675
"percent_diff_improvement_14y",0.619389544186105
"Anzahl Distanz Kategorie im Jahr",1.12771103171356
"Anzahl Jahre in Top100 in Disziplin",3.40035726642579
"Anzahl Disziplinen im Jahr",1.41443238440303
"Anzahl Jahre in Top100",0.268493290382508
"Frühestes Alter",0.261466132121521
