"Metric","Value"
"mse",6.87632558333802
"R²",0.910148731462267
"Alter",92.9088662734942
"percent_diff_improvement_11y",0.551915458112789
"Anzahl Distanz Kategorie im Jahr",1.02653373351726
"Anzahl Jahre in Top100 in Disziplin",3.51171009790394
"Anzahl Disziplinen im Jahr",1.49571605917542
"Anzahl Jahre in Top100",0.285195286179687
"Frühestes Alter",0.220063091616749
