"Metric","Value"
"mse",2.01214229208665
"R²",0.367933025765208
"Alter",67.221465404088
"percent_diff_improvement_14y",5.17448145231268
"Anzahl Distanz Kategorie im Jahr",9.73313897340411
"Anzahl Jahre in Top100 in Disziplin",12.726501459856
"Anzahl Disziplinen im Jahr",4.01451246399949
"Anzahl Jahre in Top100",0.805594811938712
"Frühestes Alter",0.324305434401005
