"Metric","Value"
"mse",134.653969389523
"R²",0.542958310504464
"Alter",49.779993475519
"percent_diff_improvement_14y",16.0950716735557
"Anzahl Distanz Kategorie im Jahr",2.72648119559134
"Anzahl Jahre in Top100 in Disziplin",10.8199190839581
"Anzahl Disziplinen im Jahr",19.405190714458
"Anzahl Jahre in Top100",0.874316224763718
"Frühestes Alter",0.299027632154105
